SampleID;PID;TripID;Sample;RouteURL;NewRouteURL;Sendes til Aarhus;DOFAtlasQuadrantID;LandUSeType;subLandUseType;decimalLatitudeStart;decimalLongitudeStart;decimalLatitudeEnd;decimalLongitudeEnd;geodecticDatum;Date;StartTime;EndTime;Wind;Temperature;Notes;PilotNotes;Difficultroute;FullySampled;NotFullySampledRoute;DidNotReturnSampling;MissingTemperature;MissingWind;MissingDate;MissingTime;IncompleteTime;DifferentDatesForRoute;IncompleteDate;NotFullRoute;AlternativeRoute
P192.2B;P192;2B;sa4;https://goo.gl/maps/L2W4ZG3jkWw;;;;;;;;;;;28-06-2018;13:20:00;13:37:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P193.1A;P193;1A;sa1;https://goo.gl/maps/JvMxL9E1M682;;;;;;;;;;;30-06-2018;12:45:00;13:05:00;Gentle breeze 3.4-5.5;20-25;Different dates 1A 1B;Dragør route. Had to stop at two traffic lights. Drove behind a bus for 500 meters. Half residential area, half fields and meadow_forest of reeds;;yes;yes;;;;;;;yes;;;
P193.1B;P193;1B;sa2;https://goo.gl/maps/JvMxL9E1M682;;;;;;;;;;;28-06-2018;19:23:00;19:43:00;Gentle breeze 3.4-5.5;25-30;Different dates 1A 1B;Dragør route, eveningtrip. Half residential area, half fields and meadow_forest of reeds;;yes;yes;;;;;;;yes;;;
P193.2A;P193;2A;sa3;https://goo.gl/maps/QebyvZRtHMG2;;;;;;;;;;;30-06-2018;14:12:00;14:34:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A 2B;Herlev route. Fine trip. No stops, the field ready for harvest. Few fields with livestock;;yes;yes;;;;;;;yes;;;
P193.2B;P193;2B;sa4;https://goo.gl/maps/QebyvZRtHMG2;;;;;;;;;;;28-06-2018;20:45:00;21:10:00;Light Breeze 1.6-3.3;25-30;Different dates 2A2B. Pilot noted 25 degrees - rounded up.;Herlev route. Primarily ready grain fields. Secondarily two villages and a little bog;;no;yes;;;;;;yes;yes;;;
P2.1A;P2;1A;sa1;https://goo.gl/maps/CA661gRU13K2;;x;7645;urban;;;;;;;26-06-2018;14:27:00;15:08:00;Light Breeze 1.6-3.3;25-30;Part of route was placed on an one-way direction street and should be changed in 2019.;Outward journey went well. At the trip back we had to change the route. Jagtvej instead of Humlebækgade, Brohusgade mellem Ågade and Rantzausgade. It was first possible to stop at the corner of Blågårdsgade/rantzausgade.;yes;yes;;;;;;;;;;;yes
P2.1B;P2;1B;sa2;https://goo.gl/maps/CA661gRU13K2;;x;7645;urban;;;;;;;26-06-2018;19:02:00;19:34:00;Light Breeze 1.6-3.3;20-25;Part of route was placed on an one-way direction street and should be changed in 2019;Drove the same way as first trip due to the one-way direction street.;yes;yes;;;;;;;;;;;yes
P2.2A;P2;2A;sa3;https://goo.gl/maps/Kxs3eaQVbx62;;;7655;urban;;;;;;;26-06-2018;13:39:00;14:01:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P2.2B;P2;2B;sa4;https://goo.gl/maps/Kxs3eaQVbx62;;;7655;urban;;;;;;;26-06-2018;19:54:00;20:14:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P20.1A;P20;1A;sa1;https://goo.gl/maps/LKpapAturJv;;;7705;skov;;;;;;;28-06-2018;13:49:00;14:00:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P20.1B;P20;1B;sa2;https://goo.gl/maps/LKpapAturJv;;;7705;skov;;;;;;;28-06-2018;18:20:00;18:33:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P20.2A;P20;2A;sa3;https://goo.gl/maps/fRKuSQ8m4fF2;;;7715;mark;intensive;;;;;;30-06-2018;13:37:00;13:44:00;Gentle breeze 3.4-5.5;20-25;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P20.2B;P20;2B;sa4;https://goo.gl/maps/fRKuSQ8m4fF2;;;7715;mark;intensive;;;;;;28-06-2018;19:20:00;19:29:00;Gentle breeze 3.4-5.5;25-30;Different dates 2A2B;;;yes;yes;;;;;;;yes;;;
P21.1A;P21;1A;sa1;https://goo.gl/maps/xn4AbKJrgz72;;;4715;mark;intensive, markblock;;;;;;01-06-2018;14:30:00;14:45:00;Gentle breeze 3.4-5.5;25-30;Pilot noted 20-25 degrees, but writes that it sometimes was higher than 25 (rounded up);Temperature sometimes over 25 degrees. Some insects was in the funnel, but they are just thrown out;;yes;;;;;;;;;;;
P21.1B;P21;1B;sa2;https://goo.gl/maps/xn4AbKJrgz72;;;4715;mark;intensive, markblock;;;;;;01-06-2018;17:38:00;17:54:00;Light Breeze 1.6-3.3;25-30;;26 degrees, a little warmer than trip 1A;;yes;;;;;;;;;;;
P21.2A;P21;2A;sa3;https://goo.gl/maps/sogXV8odABk;https://goo.gl/maps/T2tkHqcXU692;x;4716;våd;strandeng, sø;;;;;;05-06-2018;13:43:00;14:00:00;Gentle breeze 3.4-5.5;25-30;Original route not possible, driver made new route in the same area. Route not possible 2019;"As ""ved klinten"" was blocked, we could not drive through. In stead we drove from ""Orelundvej 30"" to ""ved Klinten 39"" and back. Measured to 5 km by a good GPS. (and return = 10 km)";yes;yes;;;;;;;;;;;yes
P21.2B;P21;2B;sa4;https://goo.gl/maps/sogXV8odABk;https://goo.gl/maps/T2tkHqcXU692;x;4716;våd;strandeng, sø;;;;;;05-06-2018;17:37:00;17:54:00;Gentle breeze 3.4-5.5;20-25;Original route not possible, driver made new route in the same area. Route not possible 2019;See route P21.2A.;yes;yes;;;;;;;;;;;yes
P22.1A;P22;1A;sa1;https://goo.gl/maps/AJzJTmRNTkK2;;x;7606;urban;;;;;;;03-06-2018;12:00:00;12:16:00;Light Breeze 1.6-3.3;25-30;part of route not possible, needs revision in 2019. Pilot drove alternative;Byrgesens vænge not possible, side road used there and back;yes;yes;;;;;;;;;;;yes
P22.1B;P22;1B;sa2;https://goo.gl/maps/AJzJTmRNTkK2;;x;7606;urban;;;;;;;03-06-2018;17:02:00;17:16:00;Light Breeze 1.6-3.3;25-30;part of route not possible, needs revision in 2019. Pilot drove alternative;Byrgesens vænge not possible, side road used there and back;yes;yes;;;;;;;;;;;yes
P22.2A;P22;2A;sa3;https://goo.gl/maps/VkGYMuRJ2oH2;;x;7615;våd;mose, sø;;;;;;03-06-2018;12:38:00;12:55:00;Light Breeze 1.6-3.3;25-30;Route not possible for 2019. Angry pilot.;"Solager require an ""elevated car""";yes;yes;;;;;;;;;;;
P22.2B;P22;2B;sa4;https://goo.gl/maps/VkGYMuRJ2oH2;;x;7615;våd;mose, sø;;;;;;03-06-2018;17:38:00;17:52:00;Light Breeze 1.6-3.3;25-30;Route not possible for 2019. Angry pilot.;Area v. Vridsløsemagle -  many common swifts (Apus apus) at grassareas;yes;yes;;;;;;;;;;;
P23.1A;P23;1A;sa1;https://goo.gl/maps/wBf3ZHmqHCF2;https://goo.gl/maps/nA8FtcbKVTq;x;3293;tør;overdrev;;;;;;09-06-2018;12:42:00;12:52:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;Got a new route;;yes;;;;;;;;;;;
P23.1B;P23;1B;sa2;https://goo.gl/maps/wBf3ZHmqHCF2;https://goo.gl/maps/nA8FtcbKVTq;x;3293;tør;overdrev;;;;;;09-06-2018;18:05:00;18:12:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;New route;;yes;;;;;;;;;;;
P23.2A;P23;2A;sa3;https://goo.gl/maps/QzushUZGd6C2;;;4204;tør;overdrev;;;;;;02-06-2018;13:22:00;13:34:00;Gentle breeze 3.4-5.5;25-30;;;;yes;;;;;;;;;;;
P23.2B;P23;2B;sa4;https://goo.gl/maps/QzushUZGd6C2;;;4204;tør;overdrev;;;;;;02-06-2018;19:05:00;19:15:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P24.1A;P24;1A;sa1;https://goo.gl/maps/GkP8uiKD6oE2;;;3440;skov;;;;;;;24-06-2018;13:02:00;13:13:00;Gentle breeze 3.4-5.5;15-20;Pilot note does not make sence;The route is 7.4 km;;yes;;;;;;;;;;;
P24.1B;P24;1B;sa2;https://goo.gl/maps/GkP8uiKD6oE2;;;3440;skov;;;;;;;24-06-2018;18:17:00;18:30:00;Gentle breeze 3.4-5.5;20-25;Pilot note does not make sence;The route is 7.4 km;;yes;;;;;;;;;;;
P24.2A;P24;2A;sa3;https://goo.gl/maps/1E4HCc4en3r;https://goo.gl/maps/zQc7fqGAhNR2;x;3450;tør;hede, overdrev;;;;;;24-06-2018;13:35:00;13:53:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route. Pilot note does not make sence, problem because off smartphone vs. Browser;The route is 11.3 km;;yes;;;;;;;;;;;
P24.2B;P24;2B;sa4;https://goo.gl/maps/1E4HCc4en3r;https://goo.gl/maps/zQc7fqGAhNR2;x;3450;tør;hede, overdrev;;;;;;24-06-2018;18:48:00;19:08:00;Gentle breeze 3.4-5.5;20-25;Quadrant and landusetype fits original route. Pilot note does not make sence. Pilot noted 20 degrees (rounded up);The route is 11.3 km;;yes;;;;;;;;;;;
P25.1A;P25;1A;sa1;https://goo.gl/maps/2N3m5cq2nA72;https://goo.gl/maps/1xUp2qUtecz;x;4790;mark;intensive, semi-intensive;;;;;;02-06-2018;13:05:00;13:25:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;New route made by Cecilie;;yes;;;;;;;;;;;
P25.1B;P25;1B;sa2;https://goo.gl/maps/2N3m5cq2nA72;https://goo.gl/maps/1xUp2qUtecz;x;4790;mark;intensive, semi-intensive;;;;;;02-06-2018;17:05:00;17:30:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route. Pilot noted 25 degrees (rounded up);;;yes;;;;;;;;;;;
P25.2A;P25;2A;sa3;https://goo.gl/maps/bG1JMM9ETtQ2;;;4781;skov;;;;;;;02-06-2018;13:35:00;14:00:00;Light Breeze 1.6-3.3;25-30;;;;yes;;;;;;;;;;;
P25.2B;P25;2B;sa4;https://goo.gl/maps/bG1JMM9ETtQ2;;;4781;skov;;;;;;;02-06-2018;17:20:00;18:00:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees (rounded up);;;yes;;;;;;;;;;;
P26.1A;P26;1A;sa1;https://goo.gl/maps/qXC5wi5MUAz;;;6689;urban;;;;;;;05-06-2018;12:55:00;13:20:00;Gentle breeze 3.4-5.5;20-25;;Beautiful trip :-);;yes;;;;;;;;;;;
P26.1B;P26;1B;sa2;https://goo.gl/maps/qXC5wi5MUAz;;;6689;urban;;;;;;;05-06-2018;17:49:00;18:12:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P26.2A;P26;2A;sa3;https://goo.gl/maps/sR1AMQ7gXtH2;;;6580;våd;mose, eng, sø;;;;;;05-06-2018;13:55:00;14:10:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P26.2B;P26;2B;sa4;https://goo.gl/maps/sR1AMQ7gXtH2;;;6580;våd;mose, eng, sø;;;;;;05-06-2018;17:08:00;17:22:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P27.1A;P27;1A;sa1;https://goo.gl/maps/iqFMqCNYkjF2;;;4451;mark;intensive;;;;;;08-06-2018;12:06:00;12:22:00;Moderate breeze 5.5-7.9;20-25;Pilot noted gentle/moderate wind (rounded up);;;yes;;;;;;;;;;;
P27.1B;P27;1B;sa2;https://goo.gl/maps/iqFMqCNYkjF2;;;4451;mark;intensive;;;;;;08-06-2018;18:45:00;19:02:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P27.2A;P27;2A;sa3;https://goo.gl/maps/iqFMqCNYkjF2;https://goo.gl/maps/CNxGDgYoN4M2;x;4461;våd;mose, eng, sø;;;;;;08-06-2018;13:05:00;13:30:00;Moderate breeze 5.5-7.9;20-25;Quadrant and landusetype fits original route. Pilot noted gentle/moderate wind (rounded up);;;yes;;;;;;;;;;;
P27.2B;P27;2B;sa4;https://goo.gl/maps/iqFMqCNYkjF2;https://goo.gl/maps/CNxGDgYoN4M2;x;4461;våd;mose, eng, sø;;;;;;08-06-2018;18:00:00;18:20:00;Gentle breeze 3.4-5.5;20-25;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P28.1A;P28;1A;sa1;https://goo.gl/maps/ZTGmr5gF9hn;https://goo.gl/maps/DmBbYAgRv9H2;x;2615;mark;intensive;;;;;;30-06-2018;12:14:00;12:36:00;Gentle breeze 3.4-5.5;20-25;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P28.1B;P28;1B;sa2;https://goo.gl/maps/ZTGmr5gF9hn;https://goo.gl/maps/DmBbYAgRv9H2;x;2615;mark;intensive;;;;;;30-06-2018;17:04:00;17:22:00;Gentle breeze 3.4-5.5;20-25;Quadrant and landusetype fits original route;;;yes;;;;;;;;;;;
P28.2A;P28;2A;sa3;https://goo.gl/maps/uqYty2MxWC92;;;2604;våd;sø;;;;;;30-06-2018;13:50:00;14:17:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P28.2B;P28;2B;sa4;https://goo.gl/maps/uqYty2MxWC92;;;2604;våd;sø;;;;;;30-06-2018;17:41:00;18:06:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P29.1A;P29;1A;sa1;https://goo.gl/maps/YhgEvSgN8q52;https://goo.gl/maps/9c5RCyjf6wA2;x;2536;skov;;;;;;;06-06-2018;14:44:00;15:00:00;Light Breeze 1.6-3.3;25-30;Quadrant and landusetype fits original route;Gravel road except for 400 meters, no cars in front of us. Minimal dust. There was one large dragon fly, that did not end in the catching-net.;;yes;;;;;;;;;;;
P29.1B;P29;1B;sa2;https://goo.gl/maps/YhgEvSgN8q52;https://goo.gl/maps/9c5RCyjf6wA2;x;2536;skov;;;;;;;06-06-2018;19:35:00;19:55:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route;Video of the trip (almost full length) is uploaded to facebook pilotsite;;yes;;;;;;;;;;;
P29.2A;P29;2A;sa3;https://goo.gl/maps/iqwGFoTq2392;https://goo.gl/maps/xfWgovojs462;x;2527;tør;hede;;;;;;26-06-2018;13:46:00;14:05:00;Gentle breeze 3.4-5.5;20-25;Quadrant and landusetype fits original route;Sunshine and summer. Gravel road the entire trip.;;yes;;;;;;;;;;;
P29.2B;P29;2B;sa4;https://goo.gl/maps/iqwGFoTq2392;https://goo.gl/maps/xfWgovojs462;x;2527;tør;hede;;;;;;26-06-2018;19:13:00;19:39:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route. Pilot noted 15-20 degrees but writes 15-25 degrees in the notes (rounded up);Entire trip gravel road, no cars in front of us. No dust. The temperature was very variable according to shadow/sun, 15-25 degrees.;;yes;;;;;;;;;;;
P3.1A;P3;1A;sa1;https://goo.gl/maps/dKDnvoyr7sM2;;;7629;tør;overdrev;;;;;;27-06-2018;14:15:00;14:40:00;Light Breeze 1.6-3.3;25-30;;Together with journalist Brooke Jarvis from New York Times;;yes;;;;;;;;;;;
P3.1B;P3;1B;sa2;https://goo.gl/maps/dKDnvoyr7sM2;;;7629;tør;overdrev;;;;;;27-06-2018;19:30:00;19:55:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees (rounded up);;;yes;;;;;;;;;;;
P3.2A;P3;2A;sa3;https://goo.gl/maps/nBSavPWyutN2;;;7510;skov;;;;;;;24-06-2018;14:45:00;15:00:00;Light Breeze 1.6-3.3;20-25;Pilot noted 20 degrees (rounded up);;;yes;yes;;;;;;;;;;
P3.2B;P3;2B;sa4;https://goo.gl/maps/nBSavPWyutN2;;;7510;skov;;;;;;;;18:30:00;18:53:00;Light Breeze 1.6-3.3;20-25;Date is missing - consider asking pilot. Pilot noted 20 degrees (rounded up);Lots of insecs in the net, that did not end in the bag.;;no;yes;;;;yes;;;;;;
P30.1A;P30;1A;sa1;https://goo.gl/maps/3vfJhAKfh442;;;4795;urban;;;;;;;02-06-2018;12:47:00;13:10:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees (rounded up);;;yes;;;;;;;;;;;
P30.1B;P30;1B;sa2;https://goo.gl/maps/3vfJhAKfh442;;;4795;urban;;;;;;;02-06-2018;19:26:00;19:49:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P30.2A;P30;2A;sa3;https://goo.gl/maps/eJFTwJsC3LS2;;;5704;våd;mose, sø;;;;;;24-06-2018;14:19:00;14:39:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P30.2B;P30;2B;sa4;https://goo.gl/maps/eJFTwJsC3LS2;;;5704;våd;mose, sø;;;;;;24-06-2018;19:07:00;19:27:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P31.1A;P31;1A;sa1;https://goo.gl/maps/M7E6N6miMHD2;;;6628;urban;;;;;;;25-06-2018;12:55:00;13:15:00;Gentle breeze 3.4-5.5;20-25;Pilot noted 20 degrees (rounded up);;;yes;;;;;;;;;;;
P31.1B;P31;1B;sa2;https://goo.gl/maps/M7E6N6miMHD2;;;6628;urban;;;;;;;25-06-2018;18:00:00;18:20:00;Light Breeze 1.6-3.3;25-30;Pilot noted 25 degrees (rounded up);Dry, dry….. :-(;;yes;;;;;;;;;;;
P31.2A;P31;2A;sa3;https://goo.gl/maps/smLurXaz5Ry;;;6629;våd;mose, eng, sø;;;;;;09-06-2018;13:30:00;14:00:00;Gentle breeze 3.4-5.5;25-30;Pilot noted light/gentle wind (rounded up);Heat wave for 3 weeks. It has been a dry and hot day (mild mist, I do not mean blue sky, but oppressive hot);;yes;;;;;;;;;;;
P31.2B;P31;2B;sa4;https://goo.gl/maps/smLurXaz5Ry;;;6629;våd;mose, eng, sø;;;;;;09-06-2018;17:25:00;17:45:00;Light Breeze 1.6-3.3;25-30;;dry and VERY hot. The sun is hidden behind a misty cloud cover;;yes;;;;;;;;;;;
P32.1A;P32;1A;sa1;https://goo.gl/maps/U2ddT7QonZt;;;2557;tør;hede, overdrev;;;;;;01-06-2018;13:40:00;14:05:00;Gentle breeze 3.4-5.5;25-30;Consider to write polit and ask if they drove back and forth both times (see pilot notes - they did it right but think they did it wrong);By a regrettable mistake, the route was driven 2 times - to the end and back;;?;?;;;;;;;;;?;
P32.1B;P32;1B;sa2;https://goo.gl/maps/U2ddT7QonZt;;;2557;tør;hede, overdrev;;;;;;01-06-2018;18:20:00;18:37:00;Gentle breeze 3.4-5.5;25-30;Not sure if pilot drove back and forth, see pilot notes 1A;The trip driven punctually;;?;?;;;;;;;;;?;
P32.2A;P32;2A;sa3;https://goo.gl/maps/FsjnAA4v3JK2;https://goo.gl/maps/9aoKbe76b1v;x;2567;mark;intensive;;;;;;09-06-2018;13:40:00;14:05:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route. Not sure if pilot drove back and forth, see pilot notes 1A;;;?;?;;;;;;;;;?;
P32.2B;P32;2B;sa4;https://goo.gl/maps/FsjnAA4v3JK2;https://goo.gl/maps/9aoKbe76b1v;x;2567;mark;intensive;;;;;;09-06-2018;18:35:00;19:05:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route. Pilot noted 20 degrees (rounded up). Not sure if pilot drove back and forth, see pilot notes 1A;;;?;?;;;;;;;;;?;
P33.1A;P33;1A;sa1;https://goo.gl/maps/n68uhFFkg2K2;https://goo.gl/maps/PgRWxPHWhxk;x;5430;tør;hede;;;;;;08-06-2018;13:20:00;13:40:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route;"New route from ""Hystvej 66"" to ""Ydesvej"" and back";;yes;;;;;;;;;;;
P33.1B;P33;1B;sa2;https://goo.gl/maps/n68uhFFkg2K2;https://goo.gl/maps/PgRWxPHWhxk;x;5430;tør;hede;;;;;;08-06-2018;18:00:00;18:20:00;Light Breeze 1.6-3.3;20-25;Quadrant and landusetype fits original route. Polit noted 1.25 m/s (rounded up);"""Hystvej 66"" to ""Ydesvej"" and back";;yes;;;;;;;;;;;
P33.2A;P33;2A;sa3;https://goo.gl/maps/DtvDVLdp2832;;;5539;skov;;;;;;;24-06-2018;13:20:00;13:40:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P33.2B;P33;2B;sa4;https://goo.gl/maps/DtvDVLdp2832;;;5539;skov;;;;;;;24-06-2018;17:36:00;17:56:00;Light Breeze 1.6-3.3;20-25;Pilot noted 0.76 m/s (rounded up);;;yes;;;;;;;;;;;
P34.1A;P34;1A;sa1;https://goo.gl/maps/nWvkUnxWFPn;;;2401;skov;;;;;;;07-06-2018;13:10:00;13:26:00;Gentle breeze 3.4-5.5;25-30;link should now show the same route as the pilot recieved and drove, could be because of smartphone. Pilot wrote ca. 25 degrees (rounded up);Notice: Difference of google-map link on this card and the recieved card. Followed the recieved card.;;yes;;;;;;;;;;;
P34.1B;P34;1B;sa2;https://goo.gl/maps/nWvkUnxWFPn;;;2401;skov;;;;;;;07-06-2018;17:37:00;17:58:00;Gentle breeze 3.4-5.5;20-25;link should now show the same route as the pilot recieved and drove, could be because of smartphone. Not a problem when I (Erika) compare.;Card and recieved google maps route are different. I followed the recieved card.;;yes;;;;;;;;;;;
P34.2A;P34;2A;sa3;https://goo.gl/maps/2vafMbRdLW82;;;2400;våd;mose, eng, sø;;;;;;07-06-2018;13:58:00;14:14:00;Gentle breeze 3.4-5.5;25-30;"pilot noted ""about 25 degrees"" (rounded up)";;;yes;;;;;;;;;;;
P34.2B;P34;2B;sa4;https://goo.gl/maps/2vafMbRdLW82;;;2400;våd;mose, eng, sø;;;;;;07-06-2018;18:44:00;19:02:00;Light Breeze 1.6-3.3;20-25;"pilot noted ""about 20 degrees"" (rounded up)";;;yes;;;;;;;;;;;
P35.1A;P35;1A;sa1;https://goo.gl/maps/F9sbZSggbVx;;;3655;skov;;;;;;;03-06-2018;12:08:00;12:32:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P35.1B;P35;1B;sa2;https://goo.gl/maps/F9sbZSggbVx;;;3655;skov;;;;;;;03-06-2018;17:29:00;17:56:00;Gentle breeze 3.4-5.5;20-25;;;;yes;;;;;;;;;;;
P35.2A;P35;2A;sa3;https://goo.gl/maps/KSjNHzEfYw72;;;3665;tør;overdrev;;;;;;09-06-2018;12:42:00;12:59:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P35.2B;P35;2B;sa4;https://goo.gl/maps/KSjNHzEfYw72;;;3665;tør;overdrev;;;;;;09-06-2018;17:31:00;17:48:00;Light Breeze 1.6-3.3;20-25;;;;yes;;;;;;;;;;;
P36.1A;P36;1A;sa1;https://goo.gl/maps/qYkgVb13K552;;x;4319;urban;;;;;;;02-06-2018;12:54:00;13:18:00;Light Breeze 1.6-3.3;25-30;Part of route one-way street, needs revision if used in 2019. The driver did not explain if alternative route was taken;Krogensgade is a one-way street;yes;yes;;;;;;;;;;;
P36.1B;P36;1B;sa2;https://goo.gl/maps/qYkgVb13K552;;x;4319;urban;;;;;;;02-06-2018;18:43:00;19:07:00;Light Breeze 1.6-3.3;25-30;Part of route one-way street, needs revision if used in 2019. The driver did not explain alternative route;Same as 1A;yes;yes;;;;;;;;;;;
P36.2A;P36;2A;sa3;https://goo.gl/maps/wB32S6RFgrK2;;x;4309;våd;eng;;;;;;02-06-2018;12:07:00;12:31:00;Light Breeze 1.6-3.3;25-30;Part of route is difficult due to overgrown field roads, need revision if used in 2019;"Dirt road between ""Åvej"" and ""kærsangervej""  has grass between wheel track. Dirt road between ""Sneppevej"" and ""Grishøjgårdsvej"" is overgrown by grass.";yes;yes;;;;;;;;;;;
P36.2B;P36;2B;sa4;https://goo.gl/maps/wB32S6RFgrK2;;x;4309;våd;eng;;;;;;02-06-2018;18:01:00;18:23:00;Light Breeze 1.6-3.3;20-25;Part of route is difficult due to overgrown field roads, need revision if used in 2019;Same as 2A;yes;yes;;;;;;;;;;;
P37.1A;P37;1A;sa1;https://goo.gl/maps/3b7SyeYAjTQ2;;;4421;våd;eng, mose, sø;;;;;;15-06-2018;13:15:00;13:45:00;Moderate breeze 5.5-7.9;15-20;;;;yes;;;;;;;;;;;
P37.1B;P37;1B;sa2;https://goo.gl/maps/3b7SyeYAjTQ2;;;4421;våd;eng, mose, sø;;;;;;15-06-2018;18:15:00;18:35:00;Moderate breeze 5.5-7.9;15-20;;Seemed like it would rain at the beginning of the trip;;yes;;;;;;;;;;;
P37.2A;P37;2A;sa3;https://goo.gl/maps/cWtVLoYGJq72;;;4412;mark;intensive;;;;;;15-06-2018;14:10:00;14:30:00;Moderate breeze 5.5-7.9;15-20;;;;yes;;;;;;;;;;;
P37.2B;P37;2B;sa4;https://goo.gl/maps/cWtVLoYGJq72;;;4412;mark;intensive;;;;;;15-06-2018;18:58:00;19:15:00;Gentle breeze 3.4-5.5;15-20;;;;yes;;;;;;;;;;;
P38.1A;P38;1A;sa1;https://goo.gl/maps/j7ksMN5FqHN2;;;4323;mark;intensive;;;;;;02-06-2018;14:15:00;14:22:00;Light Breeze 1.6-3.3;25-30;;Everything according to instructions;;yes;;;;;;;;;;;
P38.1B;P38;1B;sa2;https://goo.gl/maps/j7ksMN5FqHN2;;;4323;mark;intensive;;;;;;02-06-2018;17:35:00;17:43:00;Light Breeze 1.6-3.3;25-30;;Everything according to instructions;;yes;;;;;;;;;;;
P38.2A;P38;2A;sa3;https://goo.gl/maps/fobMFrLbw9r;;;4332;våd;eng;;;;;;02-06-2018;14:45:00;14:53:00;Light Breeze 1.6-3.3;25-30;;Everything according to instructions;;yes;;;;;;;;;;;
P38.2B;P38;2B;sa4;https://goo.gl/maps/fobMFrLbw9r;;;4332;våd;eng;;;;;;02-06-2018;17:10:00;17:19:00;Light Breeze 1.6-3.3;25-30;;Everything according to instructions, but had to stop once to adjust the wire at the back;;yes;;;;;;;;;;;
P39.1A;P39;1A;sa1;https://goo.gl/maps/neSqBdRZKKq;https://goo.gl/maps/F28V4mtxkzt;x;7513;våd;mose, sø;;;;;;03-06-2018;12:23:00;12:39:00;Light Breeze 1.6-3.3;25-30;New route - tjeck if landusetype fits original route. Quadrant fits original route;We got a new route than the given;;yes;;;;;;;;;;;
P39.1B;P39;1B;sa2;https://goo.gl/maps/neSqBdRZKKq;https://goo.gl/maps/F28V4mtxkzt;x;7513;våd;mose, sø;;;;;;03-06-2018;18:55:00;19:10:00;Light Breeze 1.6-3.3;20-25;New route - tjeck if landusetype fits original route. Quadrant fits original route;We got a new route than the given;;yes;;;;;;;;;;;
P39.2A;P39;2A;sa3;https://goo.gl/maps/EGgh95ASWHH2;;x;7512;skov;;;;;;;03-06-2018;13:05:00;13:32:00;Light Breeze 1.6-3.3;25-30;Pilot obtained driving permission to the route, needs revision if used in 2019;Driving permission was obtained, as most of the route is forest roads;yes;yes;;;;;;;;;;;
P39.2B;P39;2B;sa4;https://goo.gl/maps/EGgh95ASWHH2;;x;7512;skov;;;;;;;03-06-2018;18:05:00;18:28:00;Light Breeze 1.6-3.3;20-25;Pilot obtained driving permission to the route, needs revision if used in 2019;Driving permission was required;yes;yes;;;;;;;;;;;
P4.1A;P4;1A;sa1;https://goo.gl/maps/Y16Dn6PFT7G2;;;4253;tør;hede/overdrev;;;;;;09-06-2018;14:40:00;14:58:00;Gentle breeze 3.4-5.5;20-25;;Gently wind from southeast. Thin cloud cover without sun;;yes;;;;;;;;;;;
